titulo;duracion;genero;year;rating;gross;directors;actors
Mile 19;N/A;Thriller            ;(2022);7.4;N/A;['>Howard Clay Jr.<', '>|<'];['>Angelique Chapman<', '>Rico Santana<', '>Vivian Gil<', '>Rabeshia Byrd<']
Spooky+;66 min;Family, Horror, Sci-Fi            ;(2022);5.9;N/A;['>Ivan Asen<', '>Chad Heffelfinger<', '>Cody Heffelfinger<', '>|<'];['>Doug Jones<', '>Anna Oris<', '>Candy Cheung<', '>Rachel Amanda Bryant<']
Andaru Bagundali Andulo Nenu Undali;142 min;Comedy            ;(2022);6.2;N/A;['>Sripuram Kiran<', '>|<'];['>Mohammad Ali<', '>Tanikella Bharani<', '>Manju Bhargavi<', '>Pavitra Lokesh<']
In Her Room;136 min;N/A;(2022);N/A;N/A;['>Chihiro Itô<', '>|<'];['>Satoru Iguchi<', '>Fumika Baba<', '>Yumi Kawai<']
The Dark Midnight;9 min;Horror, Mystery, Thriller            ;(2022);N/A;N/A;['>Amirhossein Makouei<', '>|<'];['>Neda Forough<', '>Fahimeh Momeni<']
Kafes: Iki Savas Arasinda;83 min;Drama            ;(2022);7.0;N/A;['>Cenk Izgören<', '>|<'];['>Adem Aslan<', '>Murat Aslan<', '>Merve Ates<', '>Ahmet Dizdaroglu<']
Matando el tiempo;80 min;Horror            ;(2022);4.0;N/A;['>Norberto Ramos del Val<', '>|<'];['>Marta Almodovar<', '>Alba Fontecha<', '>Claudia Molina<', '>Jorge Páez<']
Identity;129 min;Thriller            ;(V) (2022);7.7;N/A;['>Sunil_Ponnam<', '>|<'];['>Amaresh Raju<', '>Bhagyalakshmi<', '>Krishnakatakonda<', '>Kruthi<']
And So I'm at a Loss;122 min;Drama            ;(2022);7.2;N/A;['>Daisuke Miura<', '>|<'];['>Taisuke Fujigaya<', '>Mieko Harada<', '>Karina<', '>Atsuko Maeda<']
Room 7;102 min;Drama            ;(2022);6.5;N/A;['>Nihat Seven<', '>|<'];['>Martin Johnston<', '>Pierfilippo Agati<', '>Atilla Akinci<', '>Tuncay Akpinar<']
From the Shadows;150 min;Drama            ;(III) (2022);N/A;N/A;['>Christopher D. Hughes<', '>|<'];['>Christopher D. Hughes<', '>Arthur Moore<', '>Anthony Garrett II<', '>Zimesha West<']
Welcome to Tihar College;108 min;Action, Comedy            ;(2022);5.9;N/A;['>P. Sunil Kumar Reddy<', '>|<'];['>Manoj Nandam<', '>Sony Reddy<', '>Fm Babai<', '>Samudram Venkatesh<']
Junk Food;101 min;Comedy, Mystery, Thriller            ;(I) (2022);8.3;N/A;['>Nicholas Jensen<', '>|<'];['>Caleb Brunman<', '>Imogen Sands<', '>Matthew Glen Johnson<', '>Olivia Rubin<']
5il Oral Thaskaran;143 min;Family, Thriller            ;(2022);6.4;N/A;['>Soman Ambaat<', '>|<'];['>Indrans<', '>Siddharth Rajan<', '>Shravana RS<', '>Renji Panicker<']
Hunting Day;N/A;Horror, Thriller            ;(2022);N/A;N/A;['>Julien Patrice<', '>Négatif Ju Patrice<', '>|<'];['>Steve Bardoul<', '>Cloe Duez<', '>Clothilde Huet<']
Remember to Breathe;106 min;Drama            ;(2022);5.6;N/A;['>Masakazu Sugita<', '>|<'];['>Junko Abe<', '>Giiko<', '>Ichirô Hashimoto<', '>Mao Inoue<']
13th and Pine;N/A;Drama, Sport            ;(2022);9.1;N/A;['>Jeremy L MIncey<', '>|<'];['>LeVar Michael Drew<', '>Marc John Jefferies<', '>Deborah Keene<', '>Mike Bend<']
RECCE 360;108 min;Crime, Thriller            ;(2022);7.0;N/A;['>N.S.R. Prasad<', '>|<'];['>Abhiram<', '>Badhram<', '>Amikhsha Pawar<', '>Jashvika<']
Entropia;98 min;Crime, Drama, Mystery            ;(2022);N/A;N/A;['>Piet W. Mundry<', '>|<'];['>Frank Kampmann<', '>Greta Prager<', '>Wolfgang Borgers<', '>Ray Nottenkämper<']
Peccatum;N/A;Crime            ;(2022);N/A;N/A;['>Eetu Heikka<', '>|<'];['>Emilia Aho<', '>Netta Damstedt<', '>Ida Estlander<', '>Veera Kaukola<']
Hunters of Triassic World;N/A;Action            ;(2022);N/A;N/A;['>Gerald Rascionato<', '>|<'];['>Sienna Farall<', '>Kristie Krueger<', '>William Jeon<']
Half Heaven;N/A;Drama            ;(2022);N/A;N/A;['>Enah Johnscott<', '>|<'];['>Syndy Emade<', '>N.R. Seehofer<', '>Chidi Mokeme<', '>Lilian Mbeng<']
No Better, No Worse;160 min;Drama            ;(2022);N/A;N/A;['>Kingsley Fresh Onyenma<', '>|<'];['>Uzor Arukwe<', '>Sandra Eke<', '>Degri Emmanuel<', '>Juliet Njemanze<']
Soy rebelde;132 min;N/A;(2022);N/A;N/A;['>Paloma Concejero<', '>|<'];['>Manuel Alejandro<', '>Manuela Carmena<', '>José María García<', '>Jeanette<']
Son;N/A;Drama            ;(III) (2022);N/A;N/A;['>Markus Linecker<', '>|<'];['>Will Linecker<']
Guddobai, baddomagajinzu;102 min;Comedy, Drama            ;(2022);8.0;N/A;['>Shoichi Yokoyama<', '>|<'];['>Shinsuke Kato<', '>Kyôka Shibata<', '>Yusuke Yamada<']
Infernal Flesh;85 min;Adventure, Comedy, Horror            ;(2022);N/A;N/A;['>Vincent Maslowski<', '>|<'];['>Andrew Braun<', '>Eric Braun<', '>Tyler Fails<', '>Vincent Maslowski<']
RiffTrax: Hack-O-Lantern;76 min;Comedy, Horror            ;(2022);N/A;N/A;N/A;['>Bill Corbett<', '>Michael J. Nelson<']
Tabaahi Reloaded;N/A;Drama            ;(2022);N/A;N/A;['>Balvir Tanda<', '>|<'];['>Pooja Gaba Sharda<', '>Raj Buttar<', '>Simmerpal Singh<']
Unfriendly Friends;N/A;Drama            ;(2022);N/A;N/A;['>Jerry Isichei<', '>|<'];['>Ruth Agbo<', '>Melvin Oduah<', '>Okey Uzoeshi<']
Fixed;N/A;Drama            ;(III) (2022);N/A;N/A;['>Odipo Riaga<', '>|<'];['>Ivy Maritim<', '>Pius Njoroge<']
Kausidd;104 min;Drama            ;(2022);N/A;N/A;['>Kumar Bhaskar<', '>|<'];['>Bholaraj Sapkota<', '>Reecha Sharma<', '>Parikshit Bickram Rana<', '>Rupesh Dahal<']
Lost;N/A;Drama            ;(VIII) (2022);N/A;N/A;['>Great Valentine Edochie<', '>|<'];['>Daniel Abua<', '>Baaj Adebule<', '>Audrey Chiamaka Obi<', '>Great Valentine Edochie<']
The Meditation Film Project (Sound Healing);N/A;Sci-Fi            ;(2022);N/A;N/A;['>Cice Rivera<', '>|<'];['>Keanu Blye<', '>Cice Rivera<']
Spleen II;95 min;Thriller            ;(2022);N/A;N/A;['>Fabien Carrabin<', '>|<'];['>Ryad Baxx<', '>François-Dominique Blin<', '>Fabien Carrabin<', '>Zoé Fréchet<']
Leave Me Alone;N/A;Horror            ;(II) (2022);N/A;N/A;['>Dylan Craig<', '>|<'];['>Dylan Craig<']
Confesiones de un artista;68 min;N/A;(2022);N/A;N/A;['>Ángela Aguilar<', '>Alejandro Iodice<', '>Ramón Margareto<', '>|<'];['>Luis Ivars<', '>Ramón Margareto<']
Spleen (II);95 min;Thriller            ;(2022);N/A;N/A;['>Fabien Carrabin<', '>|<'];['>Ryad Baxx<', '>François-Dominique Blin<', '>Fabien Carrabin<', '>Zoé Fréchet<']
Velázquez, el poder y el arte;71 min;N/A;(2022);N/A;N/A;['>José Manuel Gómez Vidal<', '>|<'];['>Miguel Ángel Cajigal<', '>Alexandra del Bene<', '>Alfonso Guerra<', '>Luis Méndez<']
Dinner for Promotion;N/A;Comedy            ;(2022);N/A;N/A;['>Uche Agbo<', '>|<'];['>Erica Abe<', '>Chris Akwarandu<', '>Ese Idia<', '>Ray Bevvy Katinns<']
13 exorcismos;100 min;Horror, Thriller            ;(2022);4.3;N/A;['>Jacobo Martínez<', '>|<'];['>María Romanillos<', '>Ruth Díaz<', '>Urko Olazabal<', '>Silma López<']
The System;97 min;Action, Crime            ;(I) (2022);4.0;N/A;['>Dallas Jackson<', '>|<'];['>Jeremy Piven<', '>Terrence Howard<', '>Tyrese Gibson<', '>Ric Reitz<']
Qodrat;102 min;Action, Drama, Horror            ;(2022);6.8;N/A;['>Charles Gozali<', '>Imron Ayikayu<', '>|<'];['>Vino G. Bastian<', '>Marsha Timothy<', '>Maudy Effrosina<', '>Randy Pangalila<']
Más allá del universo;126 min;Comedy, Drama, Romance            ;(2022);6.6;N/A;['>Diego Freitas<', '>|<'];['>Henrique Zaga<', '>Giulia Be<', '>João Miguel<', '>Denise Del Vecchio<']
6 Wheels from Hell!;80 min;Comedy, Horror            ;(2022);N/A;N/A;['>Evan Allen<', '>|<'];['>MarkAnthony Baca<', '>Evan Keys<', '>Malachi Durant<', '>Brenna Marie Narayan<']
Monolith;94 min;Mystery, Sci-Fi, Thriller            ;(2022);7.4;N/A;['>Matt Vesely<', '>|<'];['>Lily Sullivan<', '>Ling Cooper Tang<', '>Ansuya Nathan<', '>Erik Thomson<']
Bonita;151 min;Drama            ;(2022);7.2;N/A;['>Berkun Oya<', '>|<'];['>Yilmaz Erdogan<', '>Nur Sürer<', '>Funda Eryigit<', '>Okan Yalabik<']
Soy el Abismo;126 min;Thriller            ;(2022);5.6;N/A;['>Donato Carrisi<', '>|<'];['>Michela Cescon<', '>Gabriel Montesi<', '>Sara Ciocca<', '>Giordana Faggiano<']
Torn: A Wicked Trilogy;156 min;Drama, Fantasy, Romance            ;(2022);4.9;N/A;"["">Taryn O'Neill<"", '>|<']";['>Kevin Joy<', '>Liam Hall<', '>Anna Maiche<', '>Joy Rovaris<']
OMG! Oh My Girl;124 min;Comedy, Drama, Romance            ;(2022);6.6;N/A;['>Thitipong Kerdtongtawee<', '>|<'];['>Wongravee Nateetorn<', '>Plearnpichaya Komalarajun<', '>Pachara Chirathivat<', '>Siwat Sirichai<']
Egoisuto;120 min;Drama, Romance            ;(2022);8.1;N/A;['>Daishi Matsunaga<', '>|<'];['>Ryohei Suzuki<', '>Hio Miyazawa<', '>Yuko Nakamura<', '>Iori Wada<']
Crazy, Stupid, Love;107 min;Comedy, Drama, Romance            ;(2022);8.1;N/A;['>Ainun Ridho<', '>|<'];['>Dimas Anggara<', '>Susan Sameh<', '>Chicco Kurniawan<', '>Tania Ayu Siregar<']
Marginalci;95 min;Adventure, Comedy, Drama            ;(2022);5.9;N/A;['>Ljubomir Kerekes<', '>|<'];['>Drasko Zidar<', '>Ljubomir Kerekes<', '>Mijo Pavelko<', '>Marija Krpan<']
Ferite;93 min;Drama            ;(2022);N/A;N/A;['>Vittorio Rifranti<', '>|<'];['>Daniele Marcheggiani<', '>Camilla Tedeschi<', '>Fabrizio Rocchi<', '>Giorgia Faraoni<']
The Bystanders;97 min;Comedy            ;(2022);8.0;N/A;['>Gabriel Foster Prior<', '>|<'];['>Stefan Boehm<', '>Frank Harper<', '>Emily Wyatt<', '>Lucy Pinder<']
Keilu ein mahar;85 min;Drama            ;(2022);6.1;N/A;['>Nitzan Giladi<', '>|<'];['>Israel Ogalbo<', '>Dean Miroshnikov<', '>Moran Rosenblatt<', '>Tom Baum<']
Mother Teresa & Me;N/A;Drama            ;(2022);7.3;N/A;['>Kamal Musale<', '>|<'];['>Shobu Kapoor<', '>Kevin Mains<', '>Kezia Burrows<', '>Liza Sadovy<']
Haunted Valley;93 min;Horror            ;(2022);3.7;N/A;['>Juan Daniel Zavaleta<', '>|<'];['>Gabriel Aaron Zavaleta<', '>Giahiza Ann<', '>Yvonne Tovar<', '>Pilar Zavaleta<']
Sarajevo Safari;75 min;N/A;(2022);7.4;N/A;N/A;N/A
Gray People;116 min;Action, Comedy, Drama            ;(2022);8.0;N/A;['>Romello Blade<', '>|<'];['>Michelle Nuñez<', '>Dennis Mallen<', '>Lj Ugarte<', '>Don Larson<']
Ek Jagah Apni;90 min;Drama            ;(2022);8.0;N/A;['>Ektara Collective<', '>|<'];['>Manisha Soni<', '>Muskan<', '>Aakash Jamra<', '>Mahima Singh Thakur<']
Princ Mamánek;N/A;Comedy, Family, Fantasy            ;(2022);5.9;N/A;['>Jan Budar<', '>|<'];['>Jana Nagyová<', '>Jana Kolesárová<', '>Bolek Polívka<', '>Ondrej Vetchý<']
Deadly Dealings;N/A;Drama, Fantasy, Horror            ;(2022);4.3;N/A;['>Adam Freeman<', '>Roman Jossart<', '>|<'];['>Helene Udy<', '>Roni Jonah<', '>Stephen McGill<', '>Adam Freeman<']
Duran Duran: A Hollywood High;75 min;Music            ;(2022);9.1;N/A;['>Ridoyanul Hoq<', '>Gavin Elder<', '>Vincent Adam Paul<', '>George Scott<', '>|<'];['>Duran Duran<']
Ekei pou zoume;90 min;Drama            ;(2022);7.8;N/A;['>Sotiris Goritsas<', '>|<'];['>Prometheus Aleifer<', '>Stelios Mainas<', '>Makis Papadimitriou<', '>Natalia Tsaliki<']
Adiyaan;67 min;Drama            ;(2022);8.0;N/A;['>Nithin Noble<', '>|<'];['>Prasant Murali<', '>Shaju K.S.<', '>Firoz<', '>Zaira Backer<']
Fatal Influence: Like. Follow. Survive.;80 min;Horror            ;(2022);3.2;N/A;['>Mark DeCaterina<', '>Law Tarello<', '>|<'];['>John Glover<', '>Chaz Bruce<', '>Tom Malloy<', '>Irene Rising<']
Abestalhados 2;90 min;Action, Comedy            ;(2022);6.3;N/A;['>Marcelo Botta<', '>Marcos Jorge<', '>|<'];['>Paulinho Serra<', '>Felipe Torres<', '>Raul Chequer<', '>Leandro Ramos<']
The Damned: Night of a Thousand Vampires;N/A;Horror, Music            ;(2022);N/A;N/A;['>Martin Gooch<', '>|<'];['>Paul Gray<', '>Monty Oxymoron<', '>Pinch<', '>Captain Sensible<']
Let It Ghost;100 min;Comedy, Horror            ;(2022);6.1;N/A;N/A;['>Aaron Chow<', '>Ho-Cheong Chui<', '>Suet-Ying Chung<', '>Ashina Kwok<']
Siku 12: Langkah Derhaka;96 min;Action, Crime, Drama            ;(2022);7.2;N/A;['>Azhari Mohd Zain<', '>|<'];['>Syafiq Kyle<', '>Zahiril Adzim<', '>Azman Ahmad<', '>Yaakub Abd Aziz<']
Groznyy papa;90 min;Adventure, Comedy, Family            ;(2022);4.2;N/A;['>Yuriy Korobeynikov<', '>Karen Oganesyan<', '>|<'];['>Ignat Akrachkov<', '>Svetlana Avdina<', '>Evgeniy Grishkovets<', '>Kirill Käro<']
The Altman Method;101 min;Drama, Thriller            ;(2022);N/A;N/A;['>Nadav Aronowicz<', '>|<'];"['>Maayan Weinstock<', "">Nir 'Niro' Barak<"", '>Dana Lerer<', '>Hassan Murad<']"
Las Camelias;N/A;Comedy            ;(2022);N/A;N/A;['>Paloma Suau<', '>|<'];['>Junior Alvarez<', '>Jose Caro<', '>Braulio Castillo hijo<', '>Yan Collazo<']
Questa notte parlami dell'Africa;96 min;Drama            ;(2022);N/A;N/A;['>Carolina Boco<', '>Luca La Vopa<', '>|<'];['>Roberta Mastromichele<', '>Grace Neema Enock<', '>Corrado Fortuna<', '>Diane Fleri<']
Micki;N/A;Drama            ;(2022);N/A;N/A;['>Ray Martin<', '>|<'];['>Dan Bickell<', '>James Clair<', '>Tony Darrow<', '>Pete Ficco<']
Inframundo;79 min;Fantasy, Mystery            ;(2022);N/A;N/A;['>Jose Gomez De Vargas<', '>Julietta Rodriguez<', '>|<'];['>David Maler<', '>Julietta Rodriguez<', '>Karina Noble<', '>Luis José Germán<']
Esimde;105 min;N/A;(2022);N/A;N/A;['>Aktan Arym Kubat<', '>|<'];['>Taalaikan Abazova<', '>Mirlan Abdykalykov<', '>Aktan Arym Kubat<']
Slicznotka;123 min;Comedy            ;(2022);N/A;N/A;['>Dominik Matwiejczyk<', '>|<'];['>Cezary Pazura<', '>Joanna Kurowska<', '>Beata Chyczewska<', '>Marek Tyszkiewicz<']
Gui de fang;92 min;Horror            ;(2022);N/A;N/A;['>Sam Loh<', '>|<'];['>Justin Cheung<', '>Raymond Chiu<', '>Yiu-Sing Lam<', '>Hedwig Tam<']
Ninne Chusthu;N/A;Drama            ;(2022);7.1;N/A;['>Kandila Govardhan Rao<', '>|<'];['>Bhanuchander<', '>Srikanth Gurram<', '>Hemalatha Reddy<', '>Sayaji Shinde<']
El grosor del polvo;82 min;Drama            ;(2022);N/A;N/A;['>Jonathan Hernández<', '>|<'];"['>Hanna Yuliana Aguilera<', "">Mario Eduardo D'Leon<"", '>Erandeni Durán<', '>Alejandra Marín<']"
Santa Bárbara;80 min;Drama            ;(2022);N/A;N/A;['>Anaïs Pareto Onghena<', '>|<'];['>Anabel Castañón<', '>Miriel Cejas<', '>Mercedes Hernandez<', '>Pedro Hernández<']
Amici per la pelle;N/A;Drama            ;(2022);N/A;N/A;['>Pierluigi Di Lallo<', '>|<'];['>Nancy Brilli<', '>Fabrizio Eleuteri<', '>Leonardo Ghini<', '>Massimo Ghini<']
Sorry for the Wait;51 min;Crime            ;(2022);N/A;N/A;['>Jurel Kirkland<', '>Zachary Wynecoop<', '>|<'];['>Benjamin J. Young<', '>Alessandra Eelen<', '>Tristan Polania<']
Cisco Kid;84 min;N/A;(2022);N/A;N/A;N/A;N/A
Unay;82 min;Drama            ;(2022);N/A;N/A;['>Okie Cardenas<', '>|<'];"['>Christian Castillo<', '>Jorge Garníca<', "">Raúl 'Pitín' Gómez<"", '>Varina Villalta<']"
Kyunney;80 min;Drama, Mystery            ;(2022);N/A;N/A;['>Elena Everstova<', '>|<'];['>Aleksandr Kolmogorov<', '>Inga Leonova<', '>Nikolay Ponomarev<', '>Olga Spiridonova<']
Chasing Shadows;114 min;Drama            ;(II) (2022);N/A;N/A;['>Olowajaiye Michael<', '>|<'];['>Roxy Antak<', '>Avwerosuo Digbori<', '>Jennifer Frank-Nosa<', '>Rita Igwe<']
Two Guys and a Ghost;70 min;Comedy            ;(2022);N/A;N/A;['>I.C. Ukah<', '>|<'];['>Prince Destiny<', '>Mercy Godwin<', '>Chidi Nwachukwu<', '>Marygrace Ogbu<']
Ravager;N/A;Animation            ;(2022);N/A;N/A;['>Neil Vergara<', '>|<'];['>Dylan William Van De Wal<', '>Jacobrb<', '>WerewolfFlame<', '>MikeIsEpic<']
Lisbeth, mein Lisbeth;N/A;Drama, Thriller            ;(2022);N/A;N/A;['>Frederik F. Günther<', '>|<'];['>Iris Albrecht<', '>Frederik F. Günther<', '>Oskar Hoof<', '>Isabel Will<']
Florián Rey. De luz y de sombra;92 min;N/A;(2022);N/A;N/A;['>Vicky Calavia<', '>|<'];['>Antonio Resines<']
The Wage of Better Angels: A Treatise to the Truth;N/A;Drama            ;(2022);N/A;N/A;['>Jamal Hansen<', '>|<'];['>Jamal Hansen<']
El abismo del infierno;91 min;Horror, Mystery            ;(2022);5.8;N/A;['>Bartosz M. Kowalski<', '>|<'];['>Piotr Zurawski<', '>Olaf Lubaszenko<', '>Sebastian Stankiewicz<', '>Lech Dyblik<']
Patti y la furia de Poseidón;95 min;Animation, Adventure, Comedy            ;(2022);6.0;N/A;['>David Alaux<', '>Eric Tosti<', '>Jean-François Tosti<', '>|<'];['>Kaycie Chase<', '>Christophe Lemoine<', '>Emmanuel Curtil<', '>Michel Tureau<']
Zillion;138 min;Crime, Drama            ;(2022);7.5;N/A;['>Robin Pront<', '>|<'];['>Ward Kerremans<', '>Charlotte Timmers<', '>Matteo Simoni<', '>Ella Leyers<']
La bala perdida 2;98 min;Action, Crime, Thriller            ;(2022);6.3;N/A;['>Guillaume Pierret<', '>|<'];['>Alban Lenoir<', '>Stéfi Celma<', '>Sébastien Lalanne<', '>Jérôme Niel<']
Remember;128 min;Action, Drama, Thriller            ;(2022);6.8;N/A;['>Il-Hyeong Lee<', '>|<'];['>Lee Sung-min<', '>Nam Joo-hyuk<', '>Geun-hyeong Park<', '>Man-sik Jeong<']
The Consultant;97 min;Thriller            ;(2022);7.4;N/A;['>Ignacio Maiso<', '>|<'];['>John-Christian Bateman<', '>Rebecca Calienda<', '>Katie Dalton<', '>Gareth Lawrence<']
Barbacoa de amigos 2;100 min;Comedy            ;(2022);5.0;N/A;['>Eric Lavaine<', '>|<'];['>Lambert Wilson<', '>Franck Dubosc<', '>Guillaume de Tonquédec<', '>Jérôme Commandeur<']
Polar;N/A;Action, Adventure, Thriller            ;(2022);4.5;N/A;['>Alberto Palma<', '>|<'];['>Pedro Casablanc<', '>Álvaro Cervantes<', '>Stany Coppet<', '>Marco Cáceres<']
L'école est à nous;108 min;Comedy            ;(2022);6.4;N/A;['>Alexandre Castagnetti<', '>|<'];['>Sarah Suco<', '>Jean-Pierre Darroussin<', '>Oussama Kheddam<', '>Cécile Rebboah<']
Kaymak;106 min;Comedy, Drama, Romance            ;(2022);6.4;N/A;['>Milcho Manchevski<', '>|<'];['>Sara Klimoska<', '>Kamka Tocinovski<', '>Aleksandar Mikic<', '>Simona Spirovska<']
Damal;122 min;Sport            ;(2022);7.4;N/A;['>Raihan Rafi<', '>|<'];['>Siam Ahmed<', '>Atikur Rahman Mahi<', '>Sariful Razz<', '>Bidya Sinha Saha<']
Nachtwache;92 min;Drama            ;(2022);6.3;N/A;['>Joachim Neef<', '>|<'];['>Justus Johanssen<', '>Roman Schomburg<', '>Manot Böhm<', '>Moritz Constantin<']
Scarpedicemente;86 min;Comedy, Drama            ;(2022);N/A;N/A;['>Victoria Sanchez<', '>John Vamvas<', '>|<'];['>Olga Montes<', '>John Vamvas<', '>Christos Robson-Vamvas<']
Anukoni Prayanam;N/A;Drama            ;(2022);5.6;N/A;['>Venkatesh Pediredla<', '>|<'];['>Mahesh Achanta<', '>Ananth<', '>Ravi Babu<', '>Ravi Babu<']
Le monde d'après;61 min;Comedy            ;(2022);6.5;N/A;['>Laurent Firode<', '>|<'];['>Anne Arovas<', '>Faustine Daigremont<', '>Victoire de Galliffet<', '>Christian Diaz<']
By the Window;143 min;Drama            ;(2022);6.6;N/A;['>Rikiya Imaizumi<', '>|<'];['>Gorô Inagaki<', '>Yuri Nakamura<', '>Mirai Shida<', '>Tina Tamashiro<']
Desperté con un sueño;75 min;Drama            ;(2022);7.3;N/A;['>Pablo Solarz<', '>|<'];['>Lucas Ferro<', '>Romina Peluffo<', '>Mirella Pascual<', '>Mariana Swilevitz<']
Veleno biondo;61 min;Drama, Fantasy, Horror            ;(2022);2.8;N/A;['>Fabio Giovinazzo<', '>|<'];['>Andrea Benfante<', '>Angelo Calvisi<', '>Athena Faccio<', '>Anna Giarrocco<']
Rewind;78 min;Adventure, Comedy            ;(II) (2022);3.3;N/A;['>Matthias Temmermans<', '>|<'];['>Céline Dept<', '>Michiel Callebaut<', '>Anaïs Jansen<', '>Jean-Romy Manzila<']
Mermaids Don't Cry;92 min;N/A;(2022);N/A;N/A;['>Franziska Pflaum<', '>|<'];['>Stefanie Reinsperger<', '>Julia Franz Richter<', '>Karl Fischer<', '>Nico Ehrenteit<']
Shanghai Story;73 min;Adventure, Comedy, Drama            ;(2022);N/A;N/A;['>Andrej Iliev<', '>|<'];['>Christina Cao<', '>Jane Chai<', '>NanShan Guo<', '>ChengYi Han<']
Brats, Be Ambitious!;145 min;N/A;(2022);N/A;N/A;['>Shin Adachi<', '>|<'];['>Yukiya Ikekawa<', '>Kiichi Shiraishi<', '>Hikaru Tashiro<']
Sayonara, Girls.;120 min;N/A;(2022);6.6;N/A;['>Shun Nakagawa<', '>|<'];['>Yuumi Kawai<', '>Rina Ono<', '>Komiyama Rina<', '>Nakai Tomo<']
La malédiction des Dunois;83 min;Comedy            ;(2022);N/A;N/A;['>Patrice Blanchard<', '>|<'];['>Paula Dartigues<', '>Christine Levée<', '>Yves Poulin<', '>Alexis Ramos<']
Aller Tage Abend;79 min;Drama            ;(2022);N/A;N/A;['>Felix Tissi<', '>|<'];['>Vilmar Bieri<', '>Gottfried Breitfuss<', '>Julia Brendler<', '>Sandro Di Stefano<']
Das Recht der Stärkeren;N/A;Drama            ;(2022);N/A;N/A;['>Sebastian Peterson<', '>|<'];['>Irina Usova<', '>Jenny Löffler<', '>Tim Riedel<', '>Wilfried Pucher<']
Clara Campoamor, un voto para despertar;92 min;N/A;(2022);N/A;N/A;['>Rafael Alcázar<', '>|<'];['>Cristina Almeida<', '>Lola Robles Sánchez<']
El joven Berlanga;61 min;N/A;(2022);N/A;N/A;['>Chechu García-Berlanga<', '>|<'];['>Fernando Colomo<']
Madawag ang landas patungong pag-asa;116 min;Drama            ;(2022);N/A;N/A;['>Joel Lamangan<', '>|<'];['>Prinz Red Casiple<', '>Rita Daniela<', '>Kim Equindo<', '>Lester Llansang<']
Aphasie;93 min;Drama            ;(2022);7.3;N/A;['>Dominik Balkow<', '>|<'];['>André Lewski<', '>Sandra Tirre<', '>Hannah Prasse<', '>Heiko Pinkowski<']
The Case of the Parking Lot Murderer;N/A;Thriller            ;(2022);N/A;N/A;['>Jaiden Douglas<', '>|<'];['>Seannie Cahill-Swenson<', '>Trudy Campbell<', '>Garrett Linn<', '>Avery Rosenbluth<']
Butterflies Live Only One Day;78 min;N/A;(2022);7.1;N/A;['>Mohammadreza Vatandoust<', '>|<'];['>Neda Habibi<', '>Manzar Lashgari<', '>Maryam Rostami<']
Desperately Seeking Grandma Alma;92 min;Family            ;(2022);N/A;N/A;['>Denise M. Semple<', '>|<'];['>Una Semple<', '>Samuel Semple<', '>Omolara Semple Kinshasa<', '>Denise M. Semple<']
Le Mont Moussa;108 min;N/A;(2022);N/A;N/A;['>Driss Mrini<', '>|<'];['>Younes Bouab<', '>Abdenbi Benioui<', '>Siham Assif<', '>Saadia Azgoun<']
La voz y el martillo. La película;63 min;N/A;(2022);N/A;N/A;['>Ismael Aveleira<', '>Víctor M. Díez<', '>Rodrigo Martínez<', '>|<'];['>Guadalupe Díez<', '>Víctor M. Díez<', '>Rodrigo Martínez<']
False Hearted;92 min;Drama            ;(2022);N/A;N/A;['>Aniedi Awah Noba<', '>|<'];['>Victoria Ogechi Alozie<', '>Esther Audu<', '>Ray Emodi<', '>Martina Ganobi<']
Dry Leaves;N/A;Drama            ;(2022);N/A;N/A;['>Ernest Obi<', '>|<'];['>Uzor Chidi<', '>Kristie Ekong<', '>Queen Tessy Eze<', '>Joy Igbanugo<']
Gumball 3000 - The Last Mile Home;56 min;Adventure            ;(2022);N/A;N/A;['>Kimberley Datnow<', '>|<'];['>Shehab Gargash<', '>Fahed Abu Salah<', '>Aiman Salim<', '>Hanan Sobati<']
Hoja de los 47 Ronin;107 min;Action, Drama, Fantasy            ;(2022);4.7;N/A;['>Ron Yuan<', '>|<'];['>Anna Akana<', '>Mark Dacascos<', '>Teresa Ting<', '>Mike Moh<']
El cuarto pasajero;99 min;Adventure, Comedy            ;(2022);6.0;N/A;['>Álex de la Iglesia<', '>|<'];['>Blanca Suárez<', '>Alberto San Juan<', '>Ernesto Alterio<', '>Rubén Cortada<']
